booking.com,1,travel,43,44,5,0,0,6,1,0,321677,1735927,891895,0,0,358297,2,0,60164,48012,3685,0,0,4316,3435,0,43,44,3,0,0,5,1,0,321551,1735927,422751,0,0,2406,2,0,60164,48012,1864,0,0,3019,3435,0,3459,3516310,115,34558,109544,27,31,6,208084
baynews9.com,4,newsandmedia,47.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,2580461.0,815511.0,61665.0,0.0,0.0,94344.0,0.0,0.0,191007.5,48178.5,16940.5,0.0,0.0,688.0,0.0,0.0,47.0,12.0,5.0,0.0,0.0,1.0,0.0,0.0,2580461.0,815511.0,61665.0,0.0,0.0,94344.0,0.0,0.0,191007.5,48178.5,16940.5,0.0,0.0,688.0,0.0,0.0,10159.0,3564254.0,67.5,18589.0,515327.0,4.0,6.0,0.0,0.0
six02.com,2,shopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4610.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
meadvilletribune.com,5,newsandmedia,12.0,26.0,8.0,0.0,0.0,2.0,1.0,0.0,2658989.0,666524.0,267092.0,0.0,0.0,290753.0,63.0,0.0,111082.0,128631.0,33025.0,0.0,0.0,8575.5,1660.5,0.0,11.0,25.0,8.0,0.0,0.0,1.0,1.0,0.0,2655869.0,664829.5,267092.0,0.0,0.0,6449.0,63.0,0.0,105609.5,125274.0,33025.0,0.0,0.0,6852.5,1660.5,0.0,18175.5,3868620.5,54.0,77599.0,388802.0,10.0,14.0,1.0,3812.0
eatprayfood.com,3,uncategorized,242,80,5,0,0,28,0,0,11282514,2617997,170685,0,0,774704,0,0,112370,26974,1048,0,0,11194,0,0,242,80,5,0,0,28,0,0,11282514,2617997,170685,0,0,774704,0,0,112370,26974,1048,0,0,11194,0,0,22034,15091905,526,130919,1157637,141,144,16,232974
americantowns.com,4,education,1,18,8,0,0,1,0,0,44897,551365,231012,0,0,24436,0,0,7038,62106,16073,0,0,1358,0,0,1,18,7,0,0,0,0,0,44897,551365,62989,0,0,0,0,0,7038,62106,14143,0,0,0,0,0,11526,851366,28,27297,126049,7,10,0,0
floridarealtors.org,5,uncategorized,34,14,6,0,0,2,0,0,1498166,858765,123373,0,0,43634,0,0,129277,49823,9743,0,0,7162,0,0,34,14,6,0,0,1,0,0,1498166,858765,123373,0,0,2507,0,0,129277,49823,9743,0,0,5742,0,0,30116,2524608,56,22245,572723,6,8,0,0
nhl.com,3,sports,34.0,39.5,8.5,0.0,0.0,19.0,4.0,0.0,1328357.0,3175067.0,2451749.5,0.0,0.0,1215224.0,666987.5,0.0,92073.5,118885.0,4335.0,0.0,0.0,72942.5,12822.5,0.0,33.5,38.5,8.5,0.0,0.0,19.0,3.0,0.0,1328335.5,3173572.0,2451749.5,0.0,0.0,1215224.0,207185.0,0.0,90900.5,116404.5,4335.0,0.0,0.0,72942.5,10414.0,0.0,46661.0,8902995.0,118.0,122949.5,1109410.5,37.5,42.0,4.5,65610.0
intuitfullservicepayroll.com,4,uncategorized,13.0,28.5,6.0,0.0,0.0,7.0,3.0,0.0,391939.0,921173.0,290576.0,0.0,0.0,91837.0,1970.0,0.0,21693.5,51457.0,7750.5,0.0,0.0,18694.0,8385.0,0.0,13.0,28.0,5.0,0.0,0.0,6.0,2.0,0.0,391939.0,916171.0,89882.0,0.0,0.0,71458.5,1823.0,0.0,21417.5,50411.5,6821.5,0.0,0.0,13427.5,4149.0,0.0,16182.0,2037723.0,74.5,44149.5,449968.0,18.0,29.5,6.0,153208.0
createdby-diane.com,5,foodandrecipes,187.0,80.5,17.0,0.0,0.0,13.5,7.5,0.0,3257422.5,4218003.5,346692.0,0.0,0.0,273052.0,12910.5,0.0,671918.0,193667.5,24568.5,0.0,0.0,36543.5,18091.0,0.0,187.0,79.5,17.0,0.0,0.0,12.5,7.5,0.0,3257422.5,4120819.5,346692.0,0.0,0.0,189004.0,12910.5,0.0,671918.0,192527.0,24568.5,0.0,0.0,35497.0,18091.0,0.0,62372.5,8308884.5,390.5,637894.5,1500541.0,120.5,123.5,12.0,200441.0
actionnewsnow.com,4,uncategorized,213,74,8,0,1,16,0,0,36514,5072329,444160,0,138,243487,0,0,125333,28025,1542,0,972,3762,0,0,213,74,7,0,1,16,0,0,36514,5072329,273267,0,138,243487,0,0,125333,28025,1425,0,972,3762,0,0,11648,5816198,416,37981,1582911,123,125,3,451
gamersheroes.com,4,entertainment,62,85,16,0,10,12,12,0,932218,4820019,872451,0,0,568800,22342,0,88561,98315,15162,0,5824,12432,8016,0,62,85,16,0,10,11,12,0,932218,4820019,872451,0,0,9729,22342,0,88561,98315,15162,0,5824,11425,8016,0,15031,7547127,233,105401,1154209,63,65,18,84507
storagemoon.com,5,uncategorized,0,1,0,0,0,2,0,0,0,285497,0,0,0,3219,0,0,0,626,0,0,0,1989,0,0,0,1,0,0,0,1,0,0,0,285497,0,0,0,0,0,0,0,626,0,0,0,529,0,0,4007,288716,6,3681,285497,2,5,0,0
smarterweblife.com,1,newsandmedia,13.0,30.0,14.0,0.0,0.0,2.0,0.0,0.0,594189.0,570600.0,237283.0,0.0,0.0,112706.0,0.0,0.0,50160.0,109109.5,40498.0,0.0,0.0,4513.5,0.0,0.0,12.0,30.0,14.0,0.0,0.0,1.0,0.0,0.0,577928.0,570600.0,237283.0,0.0,0.0,1139.0,0.0,0.0,46331.0,109109.5,40498.0,0.0,0.0,3670.0,0.0,0.0,41889.5,1825934.0,62.0,9059.5,27162.0,3.0,6.0,0.0,0.0
clicktripz.com,3,business,26.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1230148.0,285169.0,269368.0,0.0,0.0,13527.0,0.0,0.0,47514.5,16759.0,4837.5,0.0,0.0,720.0,0.0,0.0,26.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1230148.0,285169.0,56812.0,0.0,0.0,0.0,0.0,0.0,47514.5,16759.0,2931.5,0.0,0.0,0.0,0.0,0.0,45782.5,1972544.0,42.0,11249.5,64435.0,3.0,6.0,5.0,174332.0
leeforsenate.com,5,uncategorized,54,53,17,0,0,7,12,0,1982921,3763272,748844,0,0,99303,8756,0,342620,185988,28211,0,0,67869,78105,0,54,53,17,0,0,7,12,0,1982921,3763272,748844,0,0,99303,8756,0,342620,185988,28211,0,0,67869,78105,0,94875,7753100,188,638103,1066473,53,55,15,1150004
lifewithtravel.com,3,uncategorized,124.0,30.0,6.0,0.0,0.0,8.5,0.0,0.0,936162.5,854967.0,819947.0,0.0,0.0,218033.0,0.0,0.0,306388.5,32449.0,4201.5,0.0,0.0,15454.0,0.0,0.0,124.0,30.0,6.0,0.0,0.0,8.5,0.0,0.0,936162.5,854967.0,819947.0,0.0,0.0,218033.0,0.0,0.0,306388.5,32449.0,4201.5,0.0,0.0,15454.0,0.0,0.0,17157.0,3714877.5,231.5,130249.0,251925.0,60.0,63.0,10.5,885768.0
delta.com,2,travel,14,24,4,0,0,2,0,0,216985,2006383,430518,0,0,458638,0,0,30661,27333,3506,0,0,574,0,0,14,23,4,0,0,1,0,0,216985,1984916,430518,0,0,229319,0,0,30661,27106,3506,0,0,227,0,0,11047,3135837,47,6482,76005,3,6,0,0
mapquest.com,1,business,4.0,5.0,3.0,3,0.0,1.0,0.0,0.0,44806.0,1418209.0,645420.0,1029,0.0,18577.0,0.0,0.0,15032.0,18455.0,8052.0,392,0.0,1868.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,44806.0,1378954.0,637510.0,0.0,0.0,18577.0,0.0,0.0,15032.0,14907.0,7268.5,0.0,0.0,1868.0,0.0,0.0,27730.0,2304114.5,20.0,22840.5,110825.0,4.0,8.0,5.0,177536.0
brainswitches.com,5,games,24,11,10,0,0,10,0,0,1014189,561797,145051,0,0,38473,0,0,64912,23662,15088,0,0,7966,0,0,24,11,10,0,0,9,0,0,1014189,561797,145051,0,0,1723,0,0,64912,23662,15088,0,0,7106,0,0,50815,1951910,60,16817,97875,6,8,5,192400
blackshoediaries.com,5,uncategorized,2.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,43617.0,615950.5,1575975.0,0.0,0.0,160316.5,0.0,0.0,21215.5,86388.5,9455.0,0.0,0.0,856.5,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4150.0,609572.5,8658.0,0.0,0.0,0.0,0.0,0.0,8762.0,76133.5,4045.5,0.0,0.0,0.0,0.0,0.0,14799.0,2397264.5,20.0,54178.0,240307.5,8.0,15.0,0.0,0.0
snapretail.com,4,business,15,48,18,0,1,4,18,0,198773,6282292,917285,0,0,210029,33662,0,20768,63904,17641,0,1448,7312,24107,0,15,47,18,0,1,3,18,0,198773,6279358,917285,0,0,1826,33662,0,20768,63904,17641,0,1448,6243,24107,0,51125,8272815,140,64859,976404,30,32,39,713356
wetwebmediaforum.com,3,uncategorized,32.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,670438.5,135917.0,28575.0,0.0,0.0,39385.0,0.0,0.0,110503.5,2534.0,2837.0,0.0,0.0,762.0,0.0,0.0,32.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,670438.5,135917.0,28575.0,0.0,0.0,0.0,0.0,0.0,110503.5,2534.0,2837.0,0.0,0.0,0.0,0.0,0.0,23404.5,944003.0,41.0,2957.5,35436.0,2.0,4.0,2.0,70060.0
staples.com,1,shopping,49.0,28.5,3.0,0.0,0.0,19.0,3.0,0.0,1477908.0,2024602.5,406469.0,0.0,0.0,381783.0,4672.0,0.0,148443.0,88367.0,4615.5,0.0,0.0,68775.5,7198.5,0.0,49.0,27.5,3.0,0.0,0.0,16.0,3.0,0.0,1477908.0,2022130.5,406469.0,0.0,0.0,110149.0,4672.0,0.0,148443.0,78062.0,4615.5,0.0,0.0,63956.0,7198.5,0.0,26303.0,4964365.0,121.0,82588.0,1100335.5,26.5,31.5,11.5,373606.5
flightaware.com,2,uncategorized,34.0,11.0,1.0,0.0,0.0,4.0,1.0,0.0,220761.0,1396598.5,10751.0,0.0,0.0,62380.0,38580.0,0.0,69468.5,25665.5,1122.5,0.0,0.0,6326.0,2726.5,0.0,34.0,11.0,1.0,0.0,0.0,4.0,1.0,0.0,220761.0,1396598.5,10751.0,0.0,0.0,62375.0,38580.0,0.0,69468.5,25665.5,1122.5,0.0,0.0,6326.0,2726.5,0.0,30891.5,2221798.0,68.5,44917.0,277703.5,17.5,23.5,6.0,464348.0
squawka.com,3,sports,61,18,3,0,12,1,15,0,4620147,1436719,1097512,0,474,61092,83644,0,126752,23876,1299,0,11040,115,54098,0,61,18,3,0,12,1,14,0,4620147,1436719,1097512,0,474,61092,79346,0,126752,23876,1299,0,11040,115,48755,0,28685,7446190,132,29571,722432,27,30,3,146436
aa.com,2,travel,48,64,3,0,0,3,6,0,716946,1274100,171707,0,0,220247,11603,0,95578,82360,2696,0,0,1928,14267,0,47,63,3,0,0,2,6,0,716903,1240287,171707,0,0,218044,11603,0,91440,81210,2696,0,0,1464,14267,0,26533,2516518,151,36326,255694,31,39,5,121929
oyster.com,3,travel,49.0,30.5,4.0,0.0,0.0,14.5,2.5,0.0,4438592.5,2210083.0,430566.0,0.0,0.0,147031.5,1391.0,0.0,63963.5,27081.5,4182.0,0.0,0.0,11223.0,749.5,0.0,47.5,29.5,3.0,0.0,0.0,14.5,2.5,0.0,3892017.5,2179126.5,108549.0,0.0,0.0,147031.5,1391.0,0.0,62733.0,26928.0,3628.0,0.0,0.0,11223.0,749.5,0.0,18232.5,7228341.0,129.5,83948.0,911198.5,52.0,58.0,4.0,671.0
olivesoftware.com,3,education,20,35,17,0,0,2,2,0,5095649,1050340,805492,0,0,82400,262,0,54263,86540,22895,0,0,5826,359,0,20,35,17,0,0,1,2,0,5095649,1050340,805492,0,0,2396,262,0,54263,86540,22895,0,0,4759,359,0,40654,7624236,93,11159,254078,7,9,15,586036
draxe.com,1,health,72,43,12,0,0,7,12,0,946428,3285393,420653,0,0,245283,6453,0,203217,107619,20078,0,0,14708,36237,0,72,43,12,0,0,7,12,0,946428,3285393,420653,0,0,245283,6453,0,203217,107619,20078,0,0,14708,36237,0,14174,5827430,176,163699,922981,33,35,14,541374
blissnyc.org,4,uncategorized,0,2,0,0,0,1,0,0,0,12181,0,0,0,23616,0,0,0,1152,0,0,0,949,0,0,0,2,0,0,0,0,0,0,0,12181,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,7642,35797,4,1102,12181,2,5,0,0
privatenudismpics.info,5,adult,87,21,0,0,0,38,0,3,5375665,213995,0,0,0,94221,0,3627564,131639,13734,0,0,0,39756,0,4592,86,21,0,0,0,37,0,3,5360172,213995,0,0,0,34963,0,3627564,130281,13734,0,0,0,38794,0,4592,33786,9299147,149,20033,662587,12,15,0,0
listverse.com,3,newsandmedia,60,45,2,0,0,21,0,0,693229,1758773,60847,0,0,218630,0,0,110128,52286,2731,0,0,21657,0,0,60,45,2,0,0,21,0,0,693229,1758773,60847,0,0,218630,0,0,110128,52286,2731,0,0,21657,0,0,23999,2607219,141,34581,1230407,34,36,5,123326
target-talent.com,4,uncategorized,6,27,10,0,0,2,1,0,151037,1016477,293676,0,0,13851,11,0,22371,87754,19405,0,0,4139,3428,0,6,27,10,0,0,1,1,0,151037,1016477,293676,0,0,689,11,0,22371,87754,19405,0,0,3449,3428,0,25702,1591457,50,33231,285088,9,11,4,116403
login5-65unsubscribe.com,3,uncategorized,0,0,0,0,0,1,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4945,244,1,0,0,0,2,0,0
nickiswift.com,1,entertainment,42.0,22.0,3.0,0.0,0.0,2.0,7.0,0.0,2028006.0,854321.5,51460.0,0.0,0.0,54453.0,3309.0,0.0,130517.5,72462.5,6786.0,0.0,0.0,648.5,17486.0,0.0,38.0,21.0,3.0,0.0,0.0,1.0,7.0,0.0,1642404.5,849684.5,51460.0,0.0,0.0,550.0,3309.0,0.0,116938.5,69527.5,6786.0,0.0,0.0,142.5,17486.0,0.0,48531.0,3219225.5,100.0,83081.0,913249.5,27.0,34.0,5.0,227676.0
paigeturnah.com,5,uncategorized,34.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,822969.0,411333.0,10842.0,0.0,0.0,53903.5,0.0,0.0,123049.5,21084.0,1349.0,0.0,0.0,5990.5,0.0,0.0,34.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,822969.0,411333.0,10842.0,0.0,0.0,43080.5,0.0,0.0,123049.5,21084.0,1349.0,0.0,0.0,5391.0,0.0,0.0,20112.0,1299047.5,45.0,36758.0,160262.0,6.0,8.0,0.0,0.0
emachines.com,4,uncategorized,11.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,212824.0,588952.5,72918.0,0.0,0.0,7735.0,0.0,0.0,11792.5,47477.0,5431.0,0.0,0.0,376.0,0.0,0.0,11.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,212824.0,588952.5,20707.0,0.0,0.0,7735.0,0.0,0.0,11792.5,47477.0,2480.5,0.0,0.0,376.0,0.0,0.0,15194.5,882429.5,35.0,1214.0,73451.5,2.0,5.0,0.0,0.0
coupons-grabber.com,4,uncategorized,20.0,21.0,6.0,0.0,0.0,1.0,2.0,0.0,520172.0,661010.5,94725.0,0.0,0.0,21602.0,204.0,0.0,21029.5,20620.0,4961.5,0.0,0.0,566.5,1312.0,0.0,20.0,21.0,6.0,0.0,0.0,1.0,2.0,0.0,520172.0,661010.5,94725.0,0.0,0.0,21602.0,204.0,0.0,21029.5,20620.0,4961.5,0.0,0.0,566.5,1312.0,0.0,17280.5,1371381.5,52.0,7064.5,186163.5,6.0,8.0,1.0,73828.0
fisherprograms.com,3,uncategorized,0,0,0,0,0,1,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3928,49,1,0,0,0,2,0,0
abc7news.com,2,uncategorized,97.0,64.5,22.5,0.0,0.0,46.0,4.5,0.0,821958.5,5483770.0,370181.0,0.0,0.0,1555432.0,1084.5,0.0,244449.5,146442.5,42463.5,0.0,0.0,144464.5,6986.5,0.0,96.0,60.5,21.5,0.0,0.0,43.0,4.5,0.0,811354.5,5220507.0,246430.0,0.0,0.0,1550458.0,1084.5,0.0,243645.0,130801.5,42022.0,0.0,0.0,130144.0,6986.5,0.0,30634.0,8499087.5,251.0,136025.0,897710.0,41.0,52.5,4.0,211020.0
readywind.com,5,uncategorized,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,113686.0,0.0,8092.0,0.0,0.0,3568.0,0.0,0.0,12294.5,0.0,848.5,0.0,0.0,1816.5,0.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,113686.0,0.0,8092.0,0.0,0.0,3568.0,0.0,0.0,12294.5,0.0,848.5,0.0,0.0,1816.5,0.0,0.0,13899.0,125346.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0
softonic.com,1,education,73.0,44.5,8.0,0.0,0.0,8.0,2.0,0.0,1600351.5,2530700.5,411397.5,0.0,0.0,269199.5,9018.0,0.0,164066.0,94128.0,7678.0,0.0,0.0,13272.0,13692.5,0.0,70.0,43.5,7.0,0.0,0.0,8.0,2.0,0.0,1565523.5,2428817.5,350392.5,0.0,0.0,269199.5,9018.0,0.0,159112.0,92588.0,6940.5,0.0,0.0,13272.0,13692.5,0.0,21847.5,4948656.5,147.0,160360.0,1220706.0,36.0,43.0,4.0,43856.0
clearlink.com,4,uncategorized,22,15,5,0,0,3,0,0,150079,571225,176162,0,0,12260,0,0,75153,52508,8596,0,0,5994,0,0,22,13,5,0,0,3,0,0,150079,478849,176162,0,0,12260,0,0,75153,49036,8596,0,0,5994,0,0,43909,1077535,56,64833,557869,15,18,9,167844
uship.com,5,uncategorized,16,19,6,0,0,1,2,1,1322501,2982757,105275,0,0,103478,66,1914230,50930,30976,6450,0,0,1266,5592,7141,16,19,6,0,0,1,2,1,1322501,2982757,105275,0,0,103478,66,1914230,50930,30976,6450,0,0,1266,5592,7141,33993,7653691,53,42430,2285278,13,15,6,1225384
mom.me,4,newsandmedia,53.5,21.5,1.0,0.0,0.0,3.0,0.0,0.0,4124689.0,1637596.5,231622.0,0.0,0.0,274115.5,0.0,0.0,368644.0,87634.0,2622.0,0.0,0.0,6365.0,0.0,0.0,53.5,21.5,1.0,0.0,0.0,3.0,0.0,0.0,4124689.0,1637596.5,231622.0,0.0,0.0,274115.5,0.0,0.0,368644.0,87634.0,2622.0,0.0,0.0,6365.0,0.0,0.0,54141.5,6368092.5,87.0,118854.0,1060336.0,24.5,26.5,1.5,166.5
rochesterregionalhealth.org,5,uncategorized,70.0,28.0,6.0,0.0,0.0,1.0,2.0,0.0,2076193.0,1671258.0,531173.0,0.0,0.0,101590.0,67.0,0.0,241517.5,51043.5,13026.0,0.0,0.0,1482.5,543.5,0.0,70.0,28.0,6.0,0.0,0.0,0.0,2.0,0.0,2076193.0,1671258.0,531173.0,0.0,0.0,0.0,67.0,0.0,241517.5,51043.5,13026.0,0.0,0.0,0.0,543.5,0.0,20386.5,5839518.5,123.0,49873.0,726936.0,18.0,21.0,15.0,1459344.0
bankforeclosedlistings.com,4,uncategorized,6.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,36940.0,511363.0,71247.0,0.0,0.0,18232.0,0.0,0.0,11326.0,9985.0,1790.0,0.0,0.0,835.5,0.0,0.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,36940.0,511363.0,71247.0,0.0,0.0,0.0,0.0,0.0,11326.0,9985.0,1790.0,0.0,0.0,0.0,0.0,0.0,9708.0,637768.0,16.0,6042.0,276706.0,4.0,6.0,0.0,0.0
egokick.com,3,newsandmedia,23.0,8.0,3.0,0.0,0.0,5.0,0.0,0.0,472814.0,597109.0,52460.0,0.0,0.0,153667.0,0.0,0.0,49440.5,24805.5,5414.5,0.0,0.0,7964.0,0.0,0.0,22.0,7.0,3.0,0.0,0.0,4.0,0.0,0.0,471406.0,352111.0,52460.0,0.0,0.0,100392.0,0.0,0.0,47703.5,23295.5,5414.5,0.0,0.0,7291.5,0.0,0.0,37051.5,1794804.5,54.0,34986.0,392259.0,10.0,14.0,13.0,532328.0
merriam-webster.com,1,education,80.5,29.5,3.0,0.0,0.0,7.0,9.0,0.0,1137943.0,1735340.5,540847.0,0.0,0.0,120490.5,14682.0,0.0,170736.0,66446.0,4595.0,0.0,0.0,6753.5,3746.0,0.0,80.5,28.5,2.0,0.0,0.0,6.0,9.0,0.0,1137943.0,1722837.5,31031.0,0.0,0.0,28953.5,14682.0,0.0,170736.0,65778.5,3658.5,0.0,0.0,6387.5,3746.0,0.0,18144.5,4154104.0,197.0,181188.5,882180.5,54.5,58.5,12.5,475378.0
nationalinterest.org,3,uncategorized,37.0,35.0,6.0,0.0,0.0,6.5,0.0,0.0,263215.5,2600675.0,119137.0,0.0,0.0,299289.5,0.0,0.0,76798.0,127605.0,5097.0,0.0,0.0,19221.5,0.0,0.0,37.0,35.0,6.0,0.0,0.0,6.5,0.0,0.0,263215.5,2600675.0,119137.0,0.0,0.0,299289.5,0.0,0.0,76798.0,127605.0,5097.0,0.0,0.0,19221.5,0.0,0.0,47250.0,3392358.0,110.0,173976.0,992191.5,38.0,40.0,3.0,111984.0
jessicalondon.com,5,shopping,81.0,53.0,10.0,0.0,0.0,22.0,0.0,0.0,983159.5,1419215.5,229613.0,0.0,0.0,190198.5,0.0,0.0,365874.0,187678.5,31906.0,0.0,0.0,43521.5,0.0,0.0,81.0,53.0,10.0,0.0,0.0,21.0,0.0,0.0,983159.5,1419215.5,229613.0,0.0,0.0,50478.0,0.0,0.0,365874.0,187678.5,31906.0,0.0,0.0,42713.0,0.0,0.0,44017.5,2815279.0,187.0,139029.0,811413.5,49.5,51.5,0.0,0.0
citibank.com,3,business,25,38,8,0,0,5,0,0,1420526,1364537,870479,0,0,90653,0,0,40309,52967,5627,0,0,9093,0,0,24,38,8,0,0,4,0,0,1420458,1364537,870479,0,0,87731,0,0,37708,45040,5627,0,0,5685,0,0,15218,3892207,90,34653,210386,16,23,4,147412
blackmendigital.com,5,uncategorized,139.0,9.0,4.0,0.0,0.0,5.0,0.0,0.0,3636618.5,197311.0,35952.0,0.0,0.0,236397.5,0.0,0.0,412277.5,8245.5,2756.5,0.0,0.0,5962.0,0.0,0.0,138.0,8.0,4.0,0.0,0.0,5.0,0.0,0.0,3612320.5,196492.0,35952.0,0.0,0.0,236397.5,0.0,0.0,411012.5,6186.5,2674.5,0.0,0.0,5962.0,0.0,0.0,19532.0,4106042.5,162.0,3441.0,128119.0,4.0,9.0,0.0,0.0
